"","Año","Y","CPUEdat"
"1",1,0,2.90603430078961
"2",2,64.5509408390775,1.92483389047486
"3",3,49.0626455117054,2.99181705018889
"4",4,372.374721431927,1.34118544983107
"5",5,1198.40469200233,1.56991591502451
"6",6,411.523889571455,2.13808386709768
"7",7,381.574945129603,0.75020695360075
"8",8,534.514628964207,0.395163489737888
"9",9,371.261543802416,0.970358008691861
"10",10,427.710118239452,0.740503392855744
"11",11,257.469761362005,0.883151870543323
"12",12,240.230142712582,0.643141901077802
"13",13,339.487127538423,1.16415989865619
"14",14,331.912780402457,0.539592722513047
"15",15,714.708143843232,0.765492767274292
"16",16,224.582828549501,1.3374194630641
"17",17,391.033899496076,0.544172486549292
"18",18,350.173000759771,0.261927407895634
"19",19,507.718137836273,0.716820041659489
"20",20,285.705805260724,0.365991703364454
