"","Año","Y","CPUEdat"
"1",1,0,3.63056249400325
"2",2,86.7642221467006,2.49841960937783
"3",3,75.0814589215286,3.74067379758441
"4",4,386.087442130235,1.82178685101122
"5",5,1316.63235355784,1.20443540767274
"6",6,333.617935987965,0.96339602810388
"7",7,579.528125995903,0.96938152721383
"8",8,408.494713917286,0.938450944761786
"9",9,329.51163042643,0.215411740849169
"10",10,382.688189037948,0.464173904388463
"11",11,182.863914462254,0.741545890439085
"12",12,199.013250018198,0.583890148622234
"13",13,315.214033229745,1.03694967757735
"14",14,322.779006849359,0.501818808449553
"15",15,223.180915724867,0.37306115033231
"16",16,549.038932587301,0.744988901177352
"17",17,173.361239383192,0.480358317423131
"18",18,222.71027477471,0.692668583885713
"19",19,385.725466710082,0.195532488335532
"20",20,267.867940303232,0.359481603110821
