"","Año","Y","CPUEdat"
"1",1,0,0.986438237120748
"2",2,136.252765358854,2.64849970795447
"3",3,93.6789003758318,1.80402940512041
"4",4,429.528749885701,1.49672132547772
"5",5,889.424660396167,1.64115920381856
"6",6,866.476779025314,0.735291204012574
"7",7,399.543829088664,0.455156897395036
"8",8,462.423506408339,0.839458669541692
"9",9,324.175383938319,0.664917955181195
"10",10,194.141448106926,0.842690285324571
"11",11,266.97049039522,0.281484536109438
"12",12,211.677181804896,0.812214020119916
"13",13,423.226008749714,0.682182489236797
"14",14,312.956935792255,0.525173473495171
"15",15,366.110846703441,0.705405941876703
"16",16,548.502938024708,0.46538582181379
"17",17,363.376963669917,0.346472635270709
"18",18,162.076722967173,0.607586017027072
"19",19,360.842687624368,0.699904607494022
"20",20,433.223733502554,0.850874478750678
