"","Año","Y","CPUEdat"
"1",1,0,3.2520818497314
"2",2,83.8220537804056,2.25541845408968
"3",3,102.006495914,2.18663243165651
"4",4,238.304261738931,1.22356191785931
"5",5,1232.22807714174,3.87435863335303
"6",6,372.067817036762,0.779539559712858
"7",7,531.498610044635,2.83501563651088
"8",8,249.423180868277,0.855636104246161
"9",9,302.681834341208,0.790876792370987
"10",10,745.414292941995,0.811535090835172
"11",11,518.143105641137,1.01128419940039
"12",12,275.814770069539,0.528546051640985
"13",13,252.51703592427,0.534834150211855
"14",14,200.150905612255,0.321344667249676
"15",15,338.571377671442,1.25973314159156
"16",16,248.940679836168,0.497513413320647
"17",17,420.876486522919,1.96152881168533
"18",18,230.669767636923,0.60248753073367
"19",19,247.855345939253,0.55029156757012
"20",20,414.679202335699,0.581568130209222
