"","Año","Y","CPUEdat"
"1",1,0,3.66272220401569
"2",2,78.3026649406019,2.02321935576947
"3",3,48.7832543488439,1.75166475975517
"4",4,405.882006818166,4.81571722691154
"5",5,1705.91156277087,1.53814311343725
"6",6,338.296635433206,0.259249217120859
"7",7,358.489195588033,0.266374161739933
"8",8,135.929196120343,0.187315455671045
"9",9,71.1234554913814,0.193843105222533
"10",10,170.222728965623,0.381745681503072
"11",11,141.636831766971,0.632236357618781
"12",12,270.552902644642,0.417653813282519
"13",13,206.508795243031,0.362475988536502
"14",14,209.553900792172,1.08604733302803
"15",15,275.745832441587,0.454160699710542
"16",16,267.868668954855,0.311960251396305
"17",17,294.172002939472,0.401364700796536
"18",18,309.923888573195,0.430866988005438
"19",19,206.863200174653,0.408511652371417
"20",20,217.111115811709,0.694885998534049
