"","Año","Y","CPUEdat"
"1",1,0,1.66758962094896
"2",2,51.3654681840251,2.13198180175009
"3",3,56.7524474889023,1.92867191383594
"4",4,228.572742608395,2.41404834190487
"5",5,1191.76087498912,1.87794672862937
"6",6,498.809761606207,1.55962006656007
"7",7,547.188293128139,0.689269545756673
"8",8,536.799627305899,0.883206456036305
"9",9,434.592457578968,0.630469344753069
"10",10,301.275705905139,0.420280137865293
"11",11,141.329760297621,0.319385083065645
"12",12,289.525285775427,0.497360754406251
"13",13,320.948303788684,0.451150553887087
"14",14,193.390236205903,0.523191722485499
"15",15,195.15337651497,0.498628985640331
"16",16,353.5286444462,0.929832321204722
"17",17,275.057216038321,0.426854754490392
"18",18,290.373292552525,0.682989452931273
"19",19,401.621351392493,0.643329611669603
"20",20,257.961790123978,0.461939037730116
