"","Año","Y","CPUEdat"
"1",1,0,2.53842451153153
"2",2,94.1281011535429,3.88208478612434
"3",3,89.5365787898,3.52825362416341
"4",4,307.88444020842,1.48305320297022
"5",5,678.506768023897,1.99652876503376
"6",6,480.328149995929,1.8068762548971
"7",7,636.92700266036,1.49039945826865
"8",8,423.607320515674,0.978192564416964
"9",9,315.954876552134,0.523453122183502
"10",10,825.212866714084,0.751928547893229
"11",11,372.860009273725,0.823575466974324
"12",12,376.23930635554,1.20947194922985
"13",13,864.581821232434,1.0803945649051
"14",14,97.3579477150473,0.107839679644606
"15",15,69.8258325112444,0.164275530832479
"16",16,77.88241412364,0.23129758737279
"17",17,86.5380862056599,0.250358169238828
"18",18,268.971958739218,0.246418266230066
"19",19,99.5565412380056,0.0897244524171757
"20",20,81.0057795475837,0.13177622966684
