"","Año","Y","CPUEdat"
"1",1,0,0.905096108057666
"2",2,61.6084551887143,1.57297523290851
"3",3,54.4451595899968,2.0808712204898
"4",4,571.883041987962,1.45180496273581
"5",5,1341.05435449566,0.989845143238566
"6",6,445.796675814101,0.433121813795017
"7",7,411.24793475489,0.762593504072236
"8",8,334.524269207179,0.328057010194769
"9",9,250.286756683674,0.360747493280153
"10",10,159.26566356549,0.533089754783335
"11",11,226.601045372521,0.207754654213345
"12",12,181.851700039225,0.393361227629242
"13",13,459.938092883559,0.632597880706051
"14",14,412.615213879248,0.360085321151867
"15",15,291.962754666226,0.246498629642773
"16",16,171.112181574407,0.226653065824076
"17",17,315.855943448196,0.518424768139699
"18",18,231.675065916477,0.215611093041007
"19",19,187.26738794158,0.241420143743194
"20",20,137.87499901954,0.34932089763943
