"","Año","Y","CPUEdat"
"1",1,0,1.2778800762213
"2",2,78.7397935747893,4.71179405096608
"3",3,125.097685074501,1.11144708356908
"4",4,280.794075777169,4.90205823349137
"5",5,812.187626598771,1.25812382239462
"6",6,585.165972191924,1.29757300579877
"7",7,405.897553488742,0.678071114940328
"8",8,640.181257367791,1.26173428527317
"9",9,485.082257173563,0.762568156625848
"10",10,246.308334683953,0.743149556662022
"11",11,499.362494379026,0.511118958276654
"12",12,465.110441755429,1.63924751459357
"13",13,386.12800125293,0.346549061589292
"14",14,295.643444419527,1.45428364706211
"15",15,395.968743129224,0.417639248287331
"16",16,286.242007916581,0.546508709629719
"17",17,265.471119606207,0.338953631272616
"18",18,339.295525630379,0.671658870391186
"19",19,396.978844118522,0.485573785234137
"20",20,203.334939149385,0.446663461399747
