"","Año","Y","CPUEdat"
"1",1,0,1.99652470543534
"2",2,141.366113871406,1.61996637207729
"3",3,74.6534566237213,2.77052448581546
"4",4,347.525258368208,3.18495101908472
"5",5,628.725771029184,2.10634264266002
"6",6,521.968827697096,0.985616137599771
"7",7,662.555627916085,2.92840438918531
"8",8,436.148908477273,1.12653659609946
"9",9,449.700506349331,0.885848456811139
"10",10,543.809990345205,1.80175105799375
"11",11,431.821242687346,0.713578815289938
"12",12,345.008265660321,0.529355258565297
"13",13,279.283790507762,0.959750647018268
"14",14,363.425578523319,1.18663335016117
"15",15,341.640510487844,0.881977812739176
"16",16,487.416499986217,0.52803283851129
"17",17,169.604128494311,1.49110838869925
"18",18,392.295918773587,0.875930287860036
"19",19,395.4753386588,0.694315995644229
"20",20,365.558290722353,1.43142757072815
