"","Año","Y","CPUEdat"
"1",1,0,1.8350987881771
"2",2,53.6982445179517,1.81145858477175
"3",3,100.034048206477,2.9587944376545
"4",4,495.178397227241,2.07833198534715
"5",5,1609.48519393768,1.74493483236321
"6",6,215.630371464732,0.32837565471222
"7",7,231.318177077056,0.498168167573559
"8",8,289.012276316068,1.09714833044924
"9",9,407.58798594918,0.351589408162221
"10",10,230.612689095825,0.501695270120952
"11",11,245.73419204693,0.434635675771095
"12",12,281.500540023231,0.456386373287032
"13",13,400.331362435248,0.778287230438929
"14",14,180.684201714373,0.469227791794209
"15",15,283.012934564794,0.56036640340448
"16",16,227.9655322577,0.38096517136351
"17",17,437.717990355849,0.585346009180917
"18",18,236.839567035238,0.965199047306924
"19",19,267.359674699481,0.325126851820303
"20",20,311.635673697126,0.574726478778686
