"","Año","Y","CPUEdat"
"1",1,0,2.44734149548803
"2",2,71.4096878873668,3.85551925190785
"3",3,84.4131079307295,2.49479199385321
"4",4,317.260282269304,3.36390970805337
"5",5,611.556940942953,1.7289112366967
"6",6,1030.77490464626,1.45504525919357
"7",7,314.673591086163,0.758833153998526
"8",8,494.677739171462,0.885452281690559
"9",9,365.731128072761,1.28751252290133
"10",10,422.843547324599,0.560719133893446
"11",11,352.71146078235,0.828417864375637
"12",12,987.149809787047,1.29961786442999
"13",13,84.330564940321,0.182599476340765
"14",14,87.2604965890185,0.277757158498617
"15",15,110.026364615038,0.182110393008605
"16",16,149.867375491633,0.207500170770864
"17",17,95.4696205475586,0.176914073578876
"18",18,100.631965338262,0.224641120525529
"19",19,132.381947481783,0.437430903639576
"20",20,164.01575804242,0.21532684954523
