"","Año","Y","CPUEdat"
"1",1,0,2.53765924885739
"2",2,96.0605627513175,2.65143549621127
"3",3,78.2887918510093,3.0353068857831
"4",4,540.733627531545,4.38819989229197
"5",5,634.39362845454,2.03192253974058
"6",6,768.76759962807,2.27819173814997
"7",7,555.719927618899,0.525170870806969
"8",8,782.533612387094,0.710453863574739
"9",9,390.326893526947,1.04260843125738
"10",10,136.610064371012,0.522285762162218
"11",11,202.644427668663,0.421246297409826
"12",12,156.388627654014,0.454855132905618
"13",13,247.300688188514,0.628474279438098
"14",14,209.619725831206,0.918085738494721
"15",15,228.503864728095,0.579083734813985
"16",16,310.03153028023,0.857495733090345
"17",17,474.310989587662,0.25480401892246
"18",18,151.993338108912,0.244302434905628
"19",19,169.468316153994,0.718033514853237
"20",20,176.345530929874,0.531290612741289
